Price,KM,HP,MetColor,Automatic,CC,Doors,Weight,FuelType_Diesel,FuelType_Petrol
13500,0.193354705,0.170731707,1,0,1,3,0.268292683,1,0
13750,0.300149383,0.170731707,1,0,1,3,0.268292683,1,0
13950,0.171646797,0.170731707,1,0,1,3,0.268292683,1,0
14950,0.197527562,0.170731707,0,0,1,3,0.268292683,1,0
13750,0.158432751,0.170731707,0,0,1,3,0.276422764,1,0
12950,0.251025724,0.170731707,0,0,1,3,0.276422764,1,0
16900,0.261865275,0.264051396,1,0,1,3,0.398373984,1,0
18600,0.312297581,0.170731707,1,0,1,3,0.398373984,0,1
21500,0.081066177,1,0,0,0.714285714,3,0.300813008,0,1
12950,0.292746061,0.264051396,1,0,0.857142857,3,0.170731707,1,0
20950,0.129465553,1,0,0,0.714285714,3,0.300813008,0,1
19950,0.179461644,1,0,0,0.714285714,3,0.300813008,0,1
19600,0.13246145,1,0,0,0.714285714,3,0.300813008,0,1
21500,0.09464648,1,1,0,0.714285714,3,0.300813008,0,1
22500,0.140453253,1,1,0,0.714285714,3,0.300813008,0,1
22000,0.077111428,0.264051396,0,0,0.714285714,3,0.300813008,0,1
22750,0.139914156,1,1,0,0.714285714,3,0.300813008,0,1
17950,0.089362508,0.333333333,1,0,0.428571429,3,0.170731707,0,1
16750,0.105193849,0.333333333,0,0,0.428571429,3,0.105691057,0,1
16950,0.264848827,0.333333333,1,0,0.428571429,3,0.170731707,0,1
15950,0.278433245,0.333333333,1,0,0.428571429,3,0.170731707,0,1
16950,0.180675641,0.333333333,0,1,0.428571429,3,0.276422764,0,1
15950,0.231885728,0.333333333,1,0,0.428571429,3,0.195121951,0,1
16950,0.132589023,0.333333333,1,0,0.428571429,3,0.195121951,0,1
16250,0.106222659,0.333333333,1,0,0.428571429,3,0.195121951,0,1
15950,0.117074556,0.333333333,1,0,0.428571429,3,0.195121951,0,1
17495,0.142156964,0.333333333,1,0,0.428571429,3,0.195121951,0,1
15750,0.170428685,0.333333333,1,0,0.428571429,3,0.195121951,0,1
16950,0.181650953,0.333333333,0,0,0.428571429,3,0.195121951,0,1
17950,0.045633933,0.333333333,1,0,0.428571429,3,0.195121951,0,1
12950,0.040119507,0.227642276,1,0,0.142857143,3,0.162601626,0,1
15750,0.144848333,0.227642276,1,0,0.142857143,3,0.162601626,0,1
15950,0.121436714,0.227642276,1,0,0.142857143,3,0.162601626,0,1
14950,0.134531418,0.227642276,1,0,0.142857143,3,0.162601626,0,1
15500,0.168720859,0.227642276,1,0,0.142857143,3,0.162601626,0,1
15750,0.176951345,0.227642276,0,0,0.142857143,3,0.162601626,0,1
15950,0.102876967,0.227642276,0,0,0.142857143,3,0.162601626,0,1
14950,0.041148317,0.227642276,1,0,0.142857143,3,0.162601626,0,1
15750,0.104230882,0.227642276,1,0,0.142857143,3,0.162601626,0,1
14750,0.113165075,0.227642276,0,0,0.142857143,3,0.162601626,0,1
13950,0.201885604,0.227642276,0,0,0.142857143,3,0.162601626,0,1
16750,0.181346425,0.227642276,1,0,0.142857143,3,0.162601626,0,1
13950,0.193251824,0.227642276,0,0,0.142857143,3,0.162601626,0,1
16950,0.454335203,0.170731707,1,0,1,5,0.414634146,1,0
16950,0.412549023,0.170731707,0,0,1,5,0.414634146,0,1
19000,0.34567632,0.170731707,1,0,1,5,0.43902439,1,0
17950,0.32664332,0.170731707,1,0,1,5,0.414634146,1,0
15800,0.308836662,0.227642276,1,0,0.142857143,5,0.178861789,0,1
17950,0.297178178,0.170731707,1,0,1,5,0.414634146,1,0
21950,0.267412623,1,1,0,0.714285714,5,0.317073171,0,1
17950,0.257758262,0.170731707,1,0,1,5,0.414634146,1,0
15750,0.234918662,0.227642276,1,0,0.142857143,5,0.178861789,0,1
20500,0.230449508,0.333333333,1,1,0.428571429,5,0.292682927,0,1
21950,0.205206606,1,1,0,0.714285714,5,0.317073171,0,1
15500,0.20231359,0.333333333,0,1,0.428571429,5,0.268292683,0,1
13250,0.188165383,0.333333333,1,0,0.428571429,5,0.12195122,0,1
15250,0.177815547,0.227642276,0,0,0.142857143,5,0.178861789,0,1
15250,0.176951345,0.227642276,0,0,0.142857143,5,0.178861789,0,1
18950,0.163387504,0.333333333,1,1,0.428571429,5,0.292682927,0,1
15999,0.16028461,0.333333333,1,0,0.428571429,5,0.211382114,0,1
14950,0.153905983,0.227642276,1,0,0.142857143,5,0.178861789,0,1
16500,0.152988284,0.333333333,1,0,0.428571429,5,0.211382114,0,1
18750,0.150383335,0.333333333,1,0,0.428571429,5,0.211382114,0,1
17950,0.137901802,0.333333333,1,0,0.428571429,5,0.211382114,0,1
17950,0.261865275,0.227642276,1,0,0.142857143,5,0.178861789,0,1
16950,0.132428529,0.333333333,1,0,0.428571429,5,0.12195122,0,1
18950,0.12753962,0.333333333,1,0,0.428571429,5,0.211382114,0,1
14950,0.12509928,0.227642276,1,0,0.142857143,5,0.178861789,0,1
22250,0.123453183,0.333333333,1,0,1,5,0.447154472,1,0
15950,0.1222968,0.227642276,1,0,0.142857143,5,0.178861789,0,1
15950,0.12018568,0.227642276,1,0,0.142857143,5,0.178861789,0,1
12995,0.120152758,0.227642276,1,0,0.142857143,5,0.097560976,0,1
18950,0.11858485,0.333333333,1,0,0.425714286,5,0.211382114,0,1
15750,0.116156857,0.227642276,1,0,0.142857143,5,0.178861789,0,1
19950,0.115222696,0.333333333,0,0,0.428571429,5,0.211382114,0,1
16950,0.115222696,0.333333333,1,0,0.428571429,5,0.18699187,0,1
18750,0.103971621,0.333333333,1,0,0.428571429,5,0.211382114,0,1
18450,0.096658834,0.333333333,0,0,0.428571429,5,0.18699187,0,1
16895,0.092897502,0.333333333,1,0,0.428571429,5,0.18699187,0,1
14900,0.090531237,0.227642276,1,0,0.142857143,5,0.178861789,0,1
18950,0.08237894,0.333333333,1,1,0.428571429,5,0.292682927,0,1
17250,0.08230075,0.333333333,1,0,0.428571429,5,0.18699187,0,1
15450,0.069967366,0.227642276,1,0,0.142857143,5,0.178861789,0,1
17950,0.066819205,0.333333333,1,1,0.428571429,5,0.292682927,0,1
16650,0.063428245,0.227642276,1,0,0.142857143,5,0.178861789,0,1
17450,0.035127717,0.333333333,1,0,0.428571429,5,0.211382114,0,1
14900,0.028802588,0.227642276,1,0,0.142857143,5,0.162601626,0,1
17950,0.275577266,0.170731707,1,0,1,3,0.398373984,1,0
15950,0.213511167,0.227642276,1,0,0.142857143,3,0.162601626,0,1
21950,0.205778625,0.333333333,1,0,1,3,0.430894309,1,0
16450,0.197980239,0.227642276,1,0,0.142857143,3,0.162601626,0,1
22250,0.261865275,0.170731707,1,0,1,3,0.422764228,1,0
19950,0.141856551,0.170731707,1,0,0.992857143,3,0.422764228,1,0
15950,0.137152828,0.227642276,1,0,0.142857143,3,0.162601626,0,1
18900,0.131066383,0.333333333,0,0,0.428571429,3,0.195121951,0,1
19950,0.124897633,0.170731707,1,0,0.992857143,3,0.422764228,1,0
15950,0.12112807,0.227642276,1,0,0.142857143,3,0.162601626,0,1
15950,0.106778217,0.227642276,1,0,0.142857143,3,0.162601626,0,1
18750,0.100819345,0.333333333,1,0,0.428571429,3,0.195121951,0,1
17450,0.098358429,0.227642276,1,0,0.142857143,3,0.162601626,0,1
18990,0.095366648,0.333333333,1,0,0.428571429,3,0.195121951,0,1
16250,0.079008556,0.227642276,1,0,0.142857143,3,0.162601626,0,1
18500,0.074070264,0.016260163,0,0,0.142857143,3,0.203252033,0,1
18500,0.066345952,0.333333333,1,0,0.428571429,3,0.170731707,0,1
19450,0.06022247,0.333333333,1,1,0.428571429,3,0.25203252,0,1
16950,0.056572249,0.227642276,1,0,0.142857143,3,0.162601626,0,1
18800,0.047321182,0.333333333,1,0,0.428571429,3,0.073170732,0,1
17450,0.041148317,0.227642276,1,0,0.142857143,3,0.162601626,0,1
17950,0.029572138,0.333333333,1,0,0.428571429,3,0.170731707,0,1
32500,0,0.382113821,0,0,1,5,0.780487805,0,1
31000,0.016456858,0.382113821,1,0,1,5,0.780487805,1,0
31275,0.00616875,0.382113821,1,0,1,5,0.780487805,1,0
24950,0.261865275,0.382113821,1,0,1,5,0.520325203,1,0
24950,0.054535204,0.382113821,1,0,1,5,0.520325203,1,0
22950,0.041148317,0.382113821,1,0,1,5,0.43902439,1,0
24990,0.024687344,0.170731707,1,0,1,5,0.455284553,1,0
21950,0.044609237,0.170731707,1,0,1,5,0.43902439,0,1
17900,0,0.333333333,1,0,0.428571429,3,0.170731707,0,1
19250,0.259256211,0.170731707,1,0,1,5,0.414634146,1,0
22250,0.235852822,0.333333333,1,0,1,5,0.447154472,0,1
18950,0.234717015,0.333333333,0,0,0.428571429,5,0.18699187,0,1
19950,0.210280701,0.170731707,1,0,1,5,0.414634146,0,1
16350,0.164646768,0.333333333,1,0,0.428571429,5,0.18699187,0,1
18950,0.160963625,0.333333333,1,0,0.428571429,5,0.211382114,0,1
16950,0.148194025,0.333333333,0,0,0.428571429,5,0.211382114,0,1
21750,0.261865275,0.333333333,1,0,0.428571429,5,0.211382114,0,1
15950,0.148144643,0.333333333,1,0,0.428571429,5,0.12195122,0,1
16500,0.144029399,0.227642276,1,0,0.142857143,5,0.178861789,0,1
17950,0.138844193,0.227642276,1,0,0.142857143,5,0.219512195,0,1
15850,0.137761884,0.333333333,1,0,0.428571429,5,0.12195122,0,1
16250,0.134263927,0.227642276,1,0,0.142857143,5,0.178861789,0,1
15950,0.261865275,0.227642276,1,0,0.142857143,5,0.178861789,0,1
16250,0.121152762,0.227642276,1,0,0.142857143,5,0.178861789,0,1
15950,0.120864695,0.333333333,1,0,0.428571429,4,0.170731707,0,1
16500,0.11933794,0.227642276,0,0,0.142857143,5,0.178861789,0,1
16500,0.114486068,0.227642276,0,0,0.142857143,5,0.178861789,0,1
18450,0.112634208,0.227642276,0,0,0.142857143,5,0.219512195,0,1
16250,0.103576558,0.333333333,1,0,0.428571429,5,0.170731707,0,1
23000,0.102876967,0.382113821,1,0,1,5,0.520325203,1,0
19900,0.09464648,0.333333333,1,0,0.428571429,5,0.211382114,0,1
16450,0.092951,0.227642276,1,0,0.142857143,5,0.178861789,0,1
23950,0.08923082,1,1,0,0.714285714,5,0.300813008,0,1
19950,0.088177318,0.333333333,1,0,0.428571429,5,0.211382114,0,1
18500,0.084889238,0.333333333,1,0,0.428571429,4,0.146341463,0,1
18950,0.083411866,0.333333333,1,0,0.428571429,5,0.211382114,0,1
16450,0.082732851,0.227642276,0,0,0.142857143,5,0.178861789,0,1
20500,0.08230075,0.333333333,0,1,0.428571429,5,0.268292683,0,1
24500,0.082251367,0.333333333,1,0,0.428571429,5,0.211382114,0,1
19450,0.075420063,0.333333333,0,0,0.428571429,5,0.211382114,0,1
20950,0.073642278,0.333333333,1,1,0.428571429,4,0.243902439,0,1
17200,0.071189593,0.227642276,1,0,0.142857143,5,0.178861789,0,1
19950,0.0701114,0.333333333,0,0,0.428571429,5,0.211382114,0,1
18450,0.056568134,0.227642276,1,0,0.142857143,5,0.178861789,0,1
19500,0.056103112,0.333333333,1,0,0.428571429,5,0.18699187,0,1
21750,0.054226561,0.333333333,1,0,0.428571429,5,0.211382114,0,1
16868,0.05414014,0.227642276,1,0,0.142857143,4,0.138211382,0,1
19500,0.053494047,0.333333333,1,0,0.428571429,4,0.170731707,0,1
18900,0.051436426,0.333333333,1,0,0.428571429,5,0.18699187,0,1
19750,0.049374689,0.333333333,1,0,0.428571429,5,0.211382114,0,1
19750,0.048366454,0.333333333,0,1,0.428571429,5,0.292682927,0,1
18950,0.045263561,0.333333333,1,0,0.428571429,4,0.170731707,0,1
20750,0.041148317,0.333333333,0,0,0.425714286,5,0.170731707,0,1
19600,0.031477496,0.333333333,1,0,0.428571429,5,0.18699187,0,1
19500,0.026744966,0.333333333,1,0,0.428571429,4,0.162601626,0,1
17650,0.025325207,0.227642276,1,0,0.142857143,5,0.178861789,0,1
19950,0.024687344,0.333333333,0,0,0.428571429,5,0.211382114,0,1
19950,0.022460998,0.333333333,1,0,0.428571429,5,0.211382114,0,1
20950,0.021716139,0.333333333,1,1,0.428571429,4,0.243902439,0,1
20500,0.020572101,0.333333333,1,0,0.428571429,5,0.211382114,0,1
17795,0,0.235772358,1,0,0.142857143,4,0.105691057,0,1
18245,0,0.333333333,1,0,0.428571429,5,0.12195122,0,1
23750,0.045263561,0.333333333,1,0,0.428571429,5,0.211382114,0,1
19500,0.041465191,0.227642276,1,0,0.142857143,5,0.178861789,0,1
18950,0.041148317,0.227642276,1,0,0.142857143,5,0.178861789,0,1
21950,0.040275886,0.333333333,1,0,0.428571429,5,0.211382114,0,1
19950,0.035279981,0.333333333,1,0,0.428571429,5,0.211382114,0,1
18950,0.028802588,0.333333333,0,0,0.428571429,5,0.18699187,0,1
19950,0.025716155,0.333333333,1,0,0.428571429,5,0.18699187,0,1
21950,0.020572101,0.333333333,1,0,0.428571429,5,0.211382114,0,1
22500,0.012341615,0.333333333,0,0,0.428571429,5,0.211382114,0,1
18500,0.008226371,0.333333333,0,0,0.428571429,5,0.12195122,0,1
18700,0.001847744,0.227642276,1,0,0.142857143,5,0.178861789,0,1
21125,0.000921814,0.227642276,1,0,0.142857143,5,0.178861789,0,1
21500,5.76E-05,0.333333333,1,0,0.428571429,5,0.211382114,0,1
17795,0,0.235772358,1,0,0.142857143,4,0.162601626,0,1
18245,0,0.333333333,1,0,0.428571429,5,0.12195122,0,1
6950,1,0,0,0,0.857142857,3,0.178861789,1,0
9500,0.743365199,0.170731707,0,0,1,4,0.260162602,1,0
11950,0.74016354,0.170731707,1,0,1,5,0.333333333,1,0
7750,0.736040066,0.333333333,0,0,0.428571429,3,0.136585366,0,0
11950,0.662550052,0,1,0,0.857142857,3,0.170731707,1,0
4350,0.6515212,0,0,0,0.714285714,5,0.178861789,1,0
4750,0.540216215,0,1,0,0.714285714,5,0.178861789,1,0
11750,0.535232655,0,1,0,0.857142857,5,0.227642276,1,0
13250,0.507919786,0,1,0,0.857142857,5,0.227642276,1,0
11950,0.486487599,0.333333333,1,0,0.428571429,5,0.12195122,0,1
11900,0.452672645,0,1,0,0.857142857,5,0.154471545,1,0
14750,0.447927769,0.170731707,1,0,1,5,0.333333333,1,0
9950,0.434972983,0.227642276,1,0,0.142857143,3,0.040650407,0,1
11950,0.406676571,0.333333333,1,0,0.428571429,5,0.193495935,0,0
11495,0.398470776,0.333333333,1,0,0.428571429,5,0.12195122,0,1
11250,0.397190935,0.227642276,1,0,0.142857143,3,0.040650407,0,1
10500,0.379437775,0.333333333,1,0,0.428571429,5,0.12195122,0,1
10450,0.376359573,0,1,0,0.857142857,3,0.178861789,1,0
12950,0.370236092,0,1,0,0.857142857,5,0.227642276,1,0
11500,0.369367775,0.333333333,1,0,0.428571429,3,0.073170732,0,1
12500,0.351392393,0.333333333,1,0,0.428571429,5,0.12195122,0,1
10950,0.349861522,0.227642276,0,0,0.142857143,5,0.097560976,0,1
11450,0.346960276,0.333333333,0,0,0.428571429,5,0.130081301,0,1
11950,0.340503459,0.333333333,1,0,0.428571429,5,0.196747967,0,0
13250,0.333766806,0,1,0,0.857142857,5,0.227642276,1,0
14750,0.330964325,0.170731707,1,0,1,5,0.333333333,1,0
11790,0.32377088,0.333333333,1,1,0.428571429,5,0.170731707,0,1
11450,0.322733838,0.333333333,1,0,0.428571429,5,0.12195122,0,1
13500,0.321429306,0.170731707,1,0,1,3,0.276422764,1,0
10950,0.31819061,0.333333333,1,0,0.428571429,5,0.12195122,0,1
13500,0.311515685,0,0,0,0.857142857,3,0.170731707,1,0
10950,0.311507455,0.227642276,1,0,0.142857143,3,0.040650407,0,1
10950,0.308005383,0.227642276,1,0,0.142857143,3,0.040650407,0,1
12950,0.30583665,0.333333333,1,0,0.428571429,5,0.12195122,0,1
11950,0.305696731,0.333333333,1,0,0.428571429,5,0.12195122,0,1
12450,0.305231709,0.333333333,1,0,0.428571429,5,1,0,1
11950,0.300581484,0.333333333,1,0,0.425714286,5,0.12195122,0,1
14950,0.295441545,0.333333333,1,0,0.428571429,4,0.108943089,0,0
12450,0.293001206,0.333333333,1,0,0.428571429,5,0.12195122,0,1
12950,0.279029955,0.333333333,1,0,0.428571429,5,0.12195122,0,1
11950,0.271552558,0.333333333,1,0,0.428571429,3,0.06504065,0,1
11690,0.268906456,0.227642276,1,0,0.142857143,5,0.097560976,0,1
12450,0.265692451,0.333333333,1,0,0.428571429,5,0.130081301,0,1
12750,0.261145108,0.227642276,1,0,0.142857143,5,0.097560976,0,1
11925,0.261112186,0.227642276,0,0,0.142857143,3,0.040650407,0,1
12950,0.255140968,0.333333333,1,0,0.428571429,5,0.12195122,0,1
11950,0.252260297,0.227642276,1,0,0.142857143,3,0.048780488,0,1
12900,0.251848773,0.333333333,1,0,0.428571429,3,0.073170732,0,1
11900,0.251025724,0.333333333,0,0,0.428571429,5,0.12195122,0,1
11650,0.250322018,0.333333333,1,0,0.428571429,5,0.12195122,0,1
10950,0.248968103,0.333333333,0,0,0.428571429,5,0.12195122,0,1
13950,0.244852859,0,1,0,0.857142857,3,0.178861789,1,0
13950,0.242795238,0.333333333,0,1,0.428571429,5,0.178861789,0,1
11950,0.242605937,0.333333333,1,0,0.428571429,5,0.130081301,0,1
10950,0.241963959,0.333333333,1,0,0.428571429,5,0.12195122,0,1
12450,0.240173828,0.333333333,1,0,0.428571429,3,0.089430894,0,1
11950,0.239819917,0.333333333,1,0,0.428571429,3,0.073170732,0,1
13500,0.237490689,0.170731707,1,0,1,3,0.268292683,1,0
11690,0.235671752,0.333333333,1,0,0.428571429,5,0.12195122,0,1
13500,0.230453623,0.333333333,1,0,0.428571429,5,0.12195122,0,1
11950,0.23031782,0.333333333,1,0,0.428571429,3,0.081300813,0,1
12900,0.2291244,0.333333333,1,0,0.428571429,4,0.048780488,0,1
13500,0.228552381,0.333333333,1,0,0.428571429,5,0.138211382,0,1
11750,0.227980362,0.333333333,0,0,0.428571429,5,0.12195122,0,1
11750,0.2277746,0.333333333,0,0,0.428571429,5,0.12195122,0,1
10850,0.224688167,0.333333333,0,0,0.428571429,4,0.048780488,0,1
11750,0.221284861,0.333333333,1,0,0.428571429,5,0.12195122,0,1
14950,0.221062638,0.333333333,1,1,0.428571429,5,0.170731707,0,1
9940,0.220753995,0.333333333,1,0,0.428571429,5,0.12195122,0,1
12900,0.219544113,0.333333333,0,0,0.428571429,5,0.12195122,0,1
13500,0.218103778,0.333333333,1,0,0.428571429,5,0.12195122,0,1
11750,0.214334215,0.227642276,1,0,0.142857143,3,0.040650407,0,1
11950,0.213988535,0.227642276,0,0,0.142857143,3,0.040650407,0,1
13450,0.213762197,0.333333333,1,0,0.428571429,5,0.12195122,0,1
11950,0.21288565,0.227642276,1,0,0.142857143,3,0.040650407,0,1
12495,0.209350656,0.333333333,1,0,0.428571429,5,0.12195122,0,1
13500,0.209280697,0.333333333,0,0,0.428571429,4,0.048780488,0,1
12750,0.208391804,0.333333333,1,0,0.428571429,5,0.12195122,0,1
12000,0.205758048,0.227642276,1,0,0.142857143,5,0.097560976,0,1
11950,0.203700427,0.333333333,1,0,0.428571429,5,0.12195122,0,1
12495,0.203009066,0.333333333,1,0,0.428571429,5,0.130081301,0,1
12450,0.202840341,0.333333333,1,0,0.428571429,3,0.06504065,0,1
14750,0.201445273,0.170731707,1,0,1,5,0.333333333,1,0
10950,0.201416467,0.333333333,0,0,0.428571429,3,0.06504065,0,1
13500,0.201346508,0,1,0,0.857142857,3,0.170731707,1,0
12950,0.198338265,0.333333333,1,0,0.428571429,5,0.12195122,0,1
13500,0.197741554,0,1,0,0.857142857,3,0.170731707,1,0
13450,0.19757283,0.333333333,1,0,0.428571429,4,0.048780488,0,1
13500,0.197527562,0.333333333,1,0,0.428571429,5,0.12195122,0,1
11480,0.194852654,0.333333333,1,0,0.428571429,5,0.12195122,0,1
13450,0.19267569,0.227642276,1,0,0.142857143,5,0.097560976,0,1
11495,0.192153054,0.333333333,0,0,0.428571429,3,0.06504065,0,1
12750,0.191416426,0.227642276,0,0,0.142857143,5,0.040650407,0,1
14990,0.19064276,0.333333333,1,0,0.428571429,3,0.089430894,0,1
12950,0.190548109,0.227642276,1,0,0.142857143,5,0.097560976,0,1
12950,0.188827938,0.333333333,1,0,0.428571429,5,0.130081301,0,1
12850,0.188116,0.227642276,1,0,0.142857143,5,0.138211382,0,1
13950,0.187650978,0.333333333,1,1,0.428571429,5,0.170731707,0,1
11950,0.186362907,0.333333333,1,0,0.428571429,5,0.12195122,0,1
12950,0.185515167,0.333333333,1,0,0.428571429,5,0.12195122,0,1
11700,0.184482241,0.333333333,1,0,0.428571429,5,0.12195122,0,1
9950,0.184181828,0.227642276,1,0,0.142857143,3,0.040650407,0,1
11895,0.181963712,0.227642276,1,0,0.142857143,5,0.097560976,0,1
12950,0.179552179,0.333333333,1,0,0.428571429,5,0.12195122,0,1
12500,0.178708554,0.333333333,1,0,0.428571429,3,0.06504065,0,1
13875,0.177996617,0.333333333,1,0,0.428571429,5,0.12195122,0,1
10500,0.176951345,0.333333333,0,0,0.428571429,3,0.081300813,0,1
12295,0.176222947,0.333333333,1,0,0.428571429,5,0.12195122,0,1
13950,0.175140638,0.333333333,1,0,0.428571429,5,0.130081301,0,1
10950,0.171823752,0.333333333,0,0,0.428571429,3,0.06504065,0,1
12950,0.170774365,0.333333333,1,0,0.428571429,5,0.167479675,0,0
12850,0.170115926,0.333333333,1,0,0.428571429,5,0.130081301,0,1
13995,0.168720859,0.333333333,1,0,0.428571429,5,0.12195122,0,1
13750,0.164605616,0.333333333,1,0,0.428571429,3,0.089430894,0,1
12750,0.163605612,0.333333333,1,0,0.428571429,5,0.12195122,0,1
12500,0.163202318,0.333333333,1,0,0.428571429,3,0.073170732,0,1
13950,0.163165281,0.333333333,0,0,0.428571429,3,0.089430894,0,1
11500,0.16264676,0.227642276,1,0,0.14,3,0.040650407,0,1
13950,0.162613838,0.227642276,1,0,0.142857143,5,0.097560976,0,1
11895,0.162296964,0.227642276,0,0,0.142857143,5,0.097560976,0,1
9950,0.160490372,0.227642276,1,0,0.142857143,3,0.040650407,0,1
13500,0.160210536,0.333333333,1,0,0.428571429,3,0.06504065,0,1
11450,0.159716707,0.227642276,1,0,0.142857143,3,0.040650407,0,1
12450,0.159111766,0.333333333,1,0,0.428571429,5,0.12195122,0,1
12950,0.159062383,0.333333333,1,0,0.428571429,5,0.130081301,0,1
13995,0.158272256,0.333333333,1,0,0.428571429,5,0.130081301,0,1
11750,0.156696118,0.227642276,0,0,0.142857143,3,0.040650407,0,1
11650,0.155478006,0.227642276,1,0,0.142857143,5,0.097560976,0,1
9950,0.154630266,0.227642276,0,0,0.142857143,3,0.048780488,0,1
13950,0.154453311,0.333333333,1,0,0.428571429,5,0.12195122,0,1
12950,0.153860715,0.333333333,1,0,0.428571429,5,0.130081301,0,1
10950,0.153576764,0.227642276,1,0,0.142857143,3,0.040650407,0,1
9900,0.152259886,0.227642276,1,0,0.142857143,3,0.040650407,0,1
11950,0.152259886,0.333333333,0,0,0.428571429,4,0.12195122,0,1
11990,0.15047387,0.333333333,0,0,0.428571429,5,0.146341463,0,1
10750,0.149251643,0.333333333,1,0,0.428571429,5,0.12195122,0,1
13950,0.148449171,0.333333333,1,1,0.428571429,5,0.12195122,0,1
11250,0.148416249,0.333333333,1,0,0.428571429,3,0.06504065,0,1
12950,0.142379187,0.333333333,1,0,0.428571429,5,0.12195122,0,1
11950,0.139914156,0.333333333,1,0,0.428571429,5,0.12195122,0,1
10950,0.138362709,0.227642276,1,0,0.142857143,3,0.040650407,0,1
12950,0.138231022,0.333333333,1,0,0.428571429,5,0.12195122,0,1
12950,0.136860646,0.333333333,1,0,0.428571429,5,0.12195122,0,1
11695,0.136263935,0.333333333,1,0,0.428571429,5,0.12195122,0,1
11000,0.135798913,0.333333333,1,1,0.428571429,5,0.12195122,0,1
13950,0.135556113,0.333333333,1,0,0.428571429,5,0.130081301,0,1
11950,0.134897674,0.333333333,0,0,0.428571429,5,0.12195122,0,1
11750,0.133872979,0.333333333,1,0,0.428571429,3,0.06504065,0,1
12400,0.133457339,0.227642276,1,0,0.142857143,5,0.097560976,0,1
12500,0.131683669,0.333333333,0,0,0.428571429,3,0.06504065,0,1
12900,0.127568426,0.333333333,1,0,0.428571429,5,0.12195122,0,1
12200,0.127523159,0.333333333,0,0,0.428571429,3,0.073170732,0,1
12750,0.126506693,0.333333333,1,0,0.428571429,3,0.06504065,0,1
11950,0.124235079,0.333333333,1,0,0.428571429,5,0.12195122,0,1
11900,0.122284454,0.382113821,1,0,0.428571429,5,0.12195122,0,1
11950,0.122284454,0.333333333,1,1,0.428571429,3,0.113821138,0,1
14950,0.121971695,0.333333333,1,0,0.428571429,3,0.089430894,0,1
11950,0.119568393,0.227642276,1,0,0.142857143,5,0.097560976,0,1
12950,0.118165095,0.333333333,1,0,0.428571429,5,0.12195122,0,1
14950,0.1175725,0.333333333,0,0,0.428571429,5,0.146341463,0,1
13450,0.116712414,0.333333333,1,0,0.428571429,3,0.06504065,0,1
13750,0.115839983,0.333333333,1,0,0.428571429,5,0.12195122,0,1
12950,0.112346141,0.333333333,1,0,0.428571429,3,0.06504065,0,1
